book_id,author_id,category_id,cover,created_at,description,is_free,is_member_only,is_published,isbn,price,publish_date,publisher,rating,read_count,tags,title,updated_at,word_count
49,44,2,,2026/1/10 14:50,《鞑靼人沙漠、法国、20世纪百本好书。）》是一本优秀的文学类书籍。文笔优美，情节引人入胜，是一部不可多得的文学作品。,1,0,1,9787220107597,0,2018-06-30T16:00:00+00:00,成都：四川人民出版社,96.25,634,"文学,小说,鞑靼人沙,法国",鞑靼人沙漠（“意大利卡夫卡”迪诺·布扎蒂巅峰之作，入选博尔赫斯《私人藏书》、法国《理想藏书》、《世界报》20世纪百本好书。）,2026/1/10 14:50,122239
50,45,2,,2026/1/10 14:50,《骆驼祥子》为读者提供了关于文学的深入见解和实用指导。文笔优美，情节引人入胜，是一部不可多得的文学作品。,1,0,1,9787628502269,0,2012-05-31T16:00:00+00:00,人民文学出版社,82.63,418,"文学,小说,骆驼祥子",骆驼祥子 (中国现代长篇小说藏本),2026/1/10 14:50,121149
51,46,1,,2026/1/10 14:50,这是一本值得一读的科学技术类图书，内容丰富，观点独到。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9780575835823,0,2022/10/22,清华大学出版社,89.15,642,"科学,技术,七堂极简,物理课",七堂极简物理课,2026/1/10 14:50,27692
52,47,1,,2026/1/10 14:50,《万物简史罗振宇鼎力推荐，原北京大学校长许智宏作序。为万物写史，为宇宙立传，用知识和趣味击穿现实，抵达自由。）》是一本优秀的科学技术类书籍。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787051960409,0,2005/2/1,接力出版社,68.5,955,"科学,技术,万物简史,罗振宇鼎",万物简史（《罗辑思维》罗振宇鼎力推荐，原北京大学校长许智宏作序。为万物写史，为宇宙立传，用知识和趣味击穿现实，抵达自由。）（中文简体版销量超过100万册。） （A Short History of Nearly Everything）,2026/1/10 14:50,160157
53,48,1,,2026/1/10 14:50,《世界边缘的秘密：科学对生命的惊人回答》为读者提供了关于科学技术的深入见解和实用指导。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787521705485,0,2019-06-30T16:00:00+00:00,中信出版集团,71.54,212,"科学,技术,世界边缘,的秘密",世界边缘的秘密：科学对生命的惊人回答,2026/1/10 14:50,77292
54,49,1,,2026/1/10 14:50,《世间万物：与植物、星辰、动物的相遇 一致推荐！）》为读者提供了关于科学技术的深入见解和实用指导。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9780942659204,0,2019-01-31T16:00:00+00:00,南京大学出版社,92.57,525,"科学,技术,世间万物,与植物",世间万物：与植物、星辰、动物的相遇（守望者·物灵）（献给孩子和恋人的睡前小书，充满好奇心的科普故事集。 它将唤起我们与所爱之人交流世界的渴望。 BBC广播四台、美国独立书商协会、《卫报》 《赫芬顿邮报》一致推荐！）,2026/1/10 14:50,71329
55,50,1,,2026/1/10 14:50,《为什么》是一本优秀的科学技术类书籍。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787521705072,0,2019-06-30T16:00:00+00:00,中信出版集团,63.6,243,"科学,技术,为什么",为什么,2026/1/10 14:50,65188
56,47,1,,2026/1/10 14:50,《人体简史作者比尔·布莱森重磅新书！一部从头讲到脚、从里讲到外、从30亿年前讲到今天的人体百科全书！）》为读者提供了关于科学技术的深入见解和实用指导。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787275878271,0,2020-06-30 16:00:00+00:00,机械工业出版社,64.82,820,lcsh: Novel,人体简史（你的身体30亿岁了！《万物简史》作者比尔·布莱森重磅新书！一部从头讲到脚、从里讲到外、从30亿年前讲到今天的人体百科全书！）,2026/1/10 14:50,123421
57,51,1,,2026/1/10 14:50,这是一本值得一读的科学技术类图书，内容丰富，观点独到。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787571019075,0,2022-12-31T16:00:00+00:00,湖南科学技术出版社,73.82,105,"科学,技术,你想飞吗,像鸟一样",你想飞吗，像鸟一样？（现象级科普读物《自私的基因》的作者理查德·道金斯重磅新作 ）,2026/1/10 14:50,10765
58,52,1,,2026/1/10 14:50,《你是你吃出来的：吃对少生病，病了这样吃》是一本优秀的科学技术类书籍。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9780905833282,0,2017-08-31T16:00:00+00:00,江西科学技术出版社,51.01,188,"科学,技术,你是你吃,出来的",你是你吃出来的：吃对少生病，病了这样吃,2026/1/10 14:50,118671
59,53,1,,2026/1/10 14:50,<p>kindle by 笨笨的铲屎官。</p>,1,0,1,9787383163344,0,2021-11-06T00:00:00+00:00,中国科学技术出版社,77.6,176,"科学,技术,别闹了,费曼先生",别闹了，费曼先生,2026/1/10 14:50,149869
60,54,1,,2026/1/10 14:50,《加来道雄科普系列媲美，穿越宇宙空间】》是一本优秀的科学技术类书籍。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787497547030,0,2020-09-30T16:00:00+00:00,重庆出版社,59.23,931,vx:storyer007,加来道雄科普系列（套装全5册）【“物理学超弦理论”奠基人、美国著名高等学府加州大学伯克利分校物理学博士、纽约城市大学理论物理学教授 加来道雄作品！堪与《时间简史》媲美，穿越宇宙空间】,2026/1/10 14:50,101565
61,55,1,,2026/1/10 14:50,《复杂》为读者提供了关于科学技术的深入见解和实用指导。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787108010056,0,1997-03-31T16:00:00+00:00,生活·读书·新知三联书店,89.45,593,"科学,技术,复杂",复杂,2026/1/10 14:50,20497
62,56,1,,2026/1/10 14:50,《大图景：论生命的起源、意义和宇宙本身》为读者提供了关于科学技术的深入见解和实用指导。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9780456321748,0,2019-12-05T16:00:00+00:00,人民邮电出版社,95.62,248,"科学,技术,大图景,论生命的",大图景：论生命的起源、意义和宇宙本身（一场宇宙的奇妙发现之旅，了解宇宙的整体图景，思考宇宙与人的未来。卡洛·罗韦利推荐）,2026/1/10 14:50,186697
63,57,1,,2026/1/10 14:50,《大师写给你的科学通识课：通俗天文学+物种起源+自然史+几何原本+从一到无穷大+相对论》涵盖了科学技术领域的核心内容，适合相关读者阅读。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9780099875565,0,2021-03-01T16:00:00+00:00,Amazon,88.37,95,微信:storyer007,大师写给你的科学通识课：通俗天文学+物种起源+自然史+几何原本+从一到无穷大+相对论（畅销全球百年经典！西蒙·纽康、查尔斯·达尔文、布封、欧几里得、爱因斯坦、乔治?伽莫夫大师级作品）,2026/1/10 14:50,160895
64,58,1,,2026/1/10 14:50,这是一本值得一读的科学技术类图书，内容丰富，观点独到。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787461030522,0,2021/10/5,北京华章图文信息有限公司,66.51,738,"科学,技术,奇点临近",奇点临近,2026/1/10 14:50,179882
65,59,1,,2026/1/10 14:50,《它们的性》是一本优秀的科学技术类书籍。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9780498633533,0,2022-05-31T16:00:00+00:00,中国科学技术出版社,98.51,311,"科学,技术,它们的性",它们的性(牛津大学博士王大可带给你一本姿势搞笑、观点硬核的人文科普，建立新知，颠覆常识！让你在莞尔和大笑中思考人类！),2026/1/10 14:50,74005
66,60,1,,2026/1/10 14:50,《寄生虫星球》是一本优秀的科学技术类书籍。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9780992544613,0,2022-02-13T16:00:00+00:00,人民邮电出版社,76.49,629,lcsh: Novel,寄生虫星球（站在食物链顶点，寄生虫操控着进化……人类其实一直生活在寄生虫统治的阴影下）,2026/1/10 14:50,167252
67,61,1,,2026/1/10 14:50,这是一本值得一读的科学技术类图书，内容丰富，观点独到。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9780673220209,0,2016/11/1,人民邮电出版社,99.28,152,"科学,技术,当呼吸化,为空气",当呼吸化为空气,2026/1/10 14:50,39122
68,62,1,,2026/1/10 14:50,《微积分的力量》为读者提供了关于科学技术的深入见解和实用指导。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787521723298,0,2020-12-31T16:00:00+00:00,中信出版集团,59.33,925,"科学,技术,微积分的,力量",微积分的力量（从宇宙的深奥谜题，到科技的发明创造，再到日常的衣食住行，微积分的力量无处不在。教师、学生、你和我，都会因为这本书而受益匪浅。）,2026/1/10 14:50,94871
69,63,1,,2026/1/10 14:50,《成瘾》是一本优秀的科学技术类书籍。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787600776207,0,2023-06-21T16:00:00+00:00,电子工业出版社,83.52,784,"科学,技术,成瘾",成瘾,2026/1/10 14:50,66296
70,64,1,,2026/1/10 14:50,《我们为什么会生病》涵盖了科学技术领域的核心内容，适合相关读者阅读。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787181788891,0,2018/5/9,电子工业出版社,89.28,434,"科学,技术,我们为什,么会生病",我们为什么会生病,2026/1/10 14:50,90786
71,65,1,,2026/1/10 14:50,《我们为什么要睡觉畅销书排行榜NO.1，全球公认殿堂级睡眠百科全书，全景解析睡梦秘境，轻松摆脱睡眠问题！后浪出品）》为读者提供了关于科学技术的深入见解和实用指导。内容详实，理论与实践相结合，具有很高的参考价值。,1,0,1,9787559648600,0,2021-02-28T16:00:00+00:00,北京：北京联合出版公司,51.55,297,"科学,技术,我们为什,么要睡觉",我们为什么要睡觉（让比尔?盖茨决定放下工作，好好睡觉！《纽约时报》畅销书排行榜NO.1，全球公认殿堂级睡眠百科全书，全景解析睡梦秘境，轻松摆脱睡眠问题！后浪出品）,2026/1/10 14:50,85325
